,brand,name,bodyType,color,fuelType,year,mileage,transmission,power,price,vehicleConfiguration,engineName,engineDisplacement,location,parse_date
1301,Subaru,XV,jeep 5 doors,silver,Gasoline,2015.0,83000.0,CVT,150.0,1425000,Hybrid 2.0i EyeSight 4WD,FB20,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-20 10:00:00
5812,Toyota,Allion,sedan,,Gasoline,2014.0,67000.0,CVT,143.0,1272000, 1.8 A18 G Plus Package,2ZR-FAE,1.8 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 10:00:00
13784,Honda,Fit,hatchback 5 doors,black,Gasoline,2015.0,131000.0,Robot,110.0,770000,1.5 Hybrid F Package,LEB,1.5 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 10:00:00
5046,Toyota,C-HR,jeep 5 doors,black,Gasoline,2016.0,5000.0,CVT,116.0,1740000, 1.2 G-T 4WD,8NR-FTS,1.2 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 11:00:00
1485,Toyota,RAV4,jeep 5 doors,white,Gasoline,2015.0,120000.0,CVT,146.0,1850000,2.0 CVT 4WD Комфорт,3ZR-FE,2.0 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 11:00:00
14855,Mitsubishi,Outlander,jeep 5 doors,,Gasoline,,156000.0,CVT,170.0,370000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 11:00:00
6777,Toyota,Land Cruiser Prado,jeep 5 doors,black,Gasoline,2006.0,1000.0,AT,163.0,1650000,2.7 Prado TX limited 60th special edition,2TR-FE,2.7 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 11:00:00
5312,Toyota,Land Cruiser,jeep 5 doors,grey,Diesel,,377000.0,AT,135.0,1100000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 11:00:00
6883,Honda,Inspire,sedan,grey,Gasoline,2001.0,221000.0,AT,260.0,370000,3.2 Type S,J32A,3.2 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 11:00:00
478,Toyota,Aqua,hatchback 5 doors,grey,Gasoline,2011.0,189000.0,CVT,74.0,655000,1.5 G,1NZ-FXE,1.5 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 11:00:00
10051,Toyota,Hiace,minivan,white,Diesel,,140000.0,Automatic,144.0,1870000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-20 11:00:00
4749,Toyota,Land Cruiser Prado,jeep 5 doors,white,Gasoline,2017.0,53000.0,AT,163.0,3340000, 2.7 TX 7 seat 4WD,2TR-FE,2.7 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 11:00:00
8712,Honda,Crossroad,jeep 5 doors,white,Gasoline,2007.0,162000.0,AT,140.0,935000,1.8 18X HID edition 4WD,R18A,1.8 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 11:00:00
3346,Mercedes-Benz,GLC Coupe,jeep 5 doors,black,Diesel,,42000.0,Automatic,,3650000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-20 11:00:00
4049,Toyota,Vitz,hatchback 5 doors,white,Gasoline,2015.0,30000.0,CVT,99.0,945000, 1.3 U,1NR-FKE,1.3 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 11:00:00
1477,Toyota,Harrier,jeep 5 doors,burgundy,Gasoline,2017.0,33000.0,CVT,151.0,2370000,2.0 Elegance GR Sport,3ZR-FAE,2.0 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 11:00:00
1586,Honda,Accord,sedan,white,Gasoline,2016.0,130000.0,CVT,145.0,1900000,2.0 Hybrid EX,LFA,2.0 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 11:00:00
5984,Daihatsu,Boon,hatchback 5 doors,white,Gasoline,2010.0,,CVT,69.0,379000,1.0 CL limited ,1KR-FE,1.0 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 11:00:00
12231,Honda,Vezel,jeep 5 doors,black,Gasoline,2013.0,118000.0,Robot,132.0,1200000,1.5 Hybrid,LEB,1.5 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 11:00:00
2049,Toyota,Vitz,hatchback 5 doors,white,Gasoline,2015.0,30000.0,CVT,99.0,945000, 1.3 U,1NR-FKE,1.3 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 11:00:00
3063,Toyota,Wish,minivan,silver,Gasoline,2009.0,150000.0,CVT,144.0,915000,1.8 S,2ZR-FAE,1.8 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 11:00:00
767,Nissan,X-Trail,jeep 5 doors,grey,Gasoline,,240000.0,AT,150.0,475000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 11:00:00
8024,Nissan,NV200,minivan,white,Gasoline,2014.0,172000.0,AT,109.0,1060000, 1.6 Premium GX-2R,HR16DE,1.6 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 12:00:00
5347,Hyundai,Creta,jeep 5 doors,silver,Gasoline,,84000.0,AT,123.0,1460000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-20 12:00:00
6066,Suzuki,Kei,hatchback 5 doors,white,Gasoline,2001.0,160000.0,AT,60.0,120000,660 21st century commemoration special EX,F6A,0.7 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 12:00:00
14268,Nissan,Wingroad,station wagon,white,Gasoline,2010.0,120000.0,CVT,128.0,630000,1.8 18G authentic Rider ,MR18DE,1.8 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 12:00:00
14977,Toyota,Prius,liftback,grey,Gasoline,,121000.0,CVT,76.0,700000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 12:00:00
14697,Toyota,Town Ace,minivan,blue,Diesel,1988.0,245000.0,AT,85.0,50000,2.0DT SW high roof,2C-T,2.0 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 12:00:00
11426,Toyota,Camry,sedan,grey,Gasoline,1992.0,100000.0,AT,135.0,115000,2.0 ZX,3S-FE,2.0 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 12:00:00
6812,Nissan,Vanette,minivan,white,Gasoline,,154000.0,Automatic,102.0,565000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 12:00:00
653,Daihatsu,Terios Kid,jeep 5 doors,black,Gasoline,1998.0,183000.0,AT,64.0,219000,660 Aero down,EF-DET,0.7 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 12:00:00
728,Suzuki,Wagon R,hatchback 5 doors,grey,Gasoline,,107000.0,CVT,52.0,385000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 12:00:00
8040,Nissan,Note,hatchback 5 doors,white,Gasoline,2016.0,80000.0,AT,79.0,1111111, 1.2 e-POWER NISMO,HR12DE,1.2 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 12:00:00
11019,Toyota,Land Cruiser Prado,jeep 5 doors,white,Gasoline,2017.0,25000.0,AT,163.0,3859000, 2.7 TX L Package 7 seat 4WD,2TR-FE,2.7 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 12:00:00
3569,Honda,Vezel,jeep 5 doors,,Gasoline,2013.0,126000.0,Robot,132.0,1285000,1.5 Hybrid X 4WD,LEB,1.5 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 12:00:00
10047,Toyota,Probox,station wagon,blue,Gasoline,2018.0,109000.0,CVT,109.0,915000, 1.5 GL,1NZ-FE,1.5 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 12:00:00
6543,Honda,Fit,hatchback 5 doors,grey,Gasoline,,80000.0,CVT,130.0,690000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-20 12:00:00
13507,Honda,N-BOX,hatchback 5 doors,,Gasoline,2012.0,55000.0,CVT,58.0,410000,660 Custom G,S07A,0.7 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 12:00:00
12603,Lexus,ES250,sedan,black,Gasoline,2018.0,19000.0,AT,200.0,4350000,2.5 AT F Sport,A25A-FKS,2.5 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 12:00:00
1576,Nissan,Murano,jeep 5 doors,orange,Gasoline,2002.0,187000.0,CVT,245.0,700000,3.5 CVT AWD,VQ35DE,3.5 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 12:00:00
7186,Toyota,Land Cruiser Prado,jeep 5 doors,white,Gasoline,2017.0,51000.0,AT,163.0,3650000, 2.7 TX L Package 7 seat 4WD,2TR-FE,2.7 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 12:00:00
6159,Toyota,Wish,minivan,burgundy,Gasoline,2010.0,73000.0,CVT,144.0,959999,1.8 X HID selection,2ZR-FAE,1.8 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 13:00:00
13606,Suzuki,Jimny,jeep 3 doors,green,Gasoline,2014.0,77000.0,Manual,64.0,1059000,660 Land Venture 4WD,K6A,0.7 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 13:00:00
205,Jeep,Wrangler,jeep 5 doors,white,Gasoline,2018.0,29000.0,AT,272.0,4900000,2.0 AT Rubicon,Hurricane,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-20 13:00:00
8382,UAZ,Buhanka,minivan,brown,Gasoline,,7000.0,Manual,78.0,400000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 13:00:00
8660,Toyota,Isis,minivan,grey,Gasoline,2007.0,175000.0,CVT,155.0,685000,2.0 Platana ,1AZ-FSE,2.0 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 13:00:00
4951,Toyota,Camry,sedan,white,Gasoline,2012.0,130000.0,CVT,160.0,1415000,2.5 leather package,2AR-FXE,2.5 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 13:00:00
6613,Toyota,Funcargo,hatchback 5 doors,black,Gasoline,2002.0,350000.0,AT,87.0,220000,1.3 J,2NZ-FE,1.3 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 13:00:00
7135,Mazda,CX-7,jeep 5 doors,grey,Gasoline,,170000.0,AT,238.0,650000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-20 13:00:00
13622,Mazda,Axela,hatchback 5 doors,grey,Gasoline,2010.0,76000.0,CVT,111.0,775000,1.5 15S NAVI edition,ZY-VE,1.5 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 13:00:00
1243,Nissan,X-Trail,jeep 5 doors,silver,Gasoline,2009.0,97000.0,CVT,137.0,975000,2.0 20S 4WD,MR20DE,2.0 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 13:00:00
4357,Toyota,Harrier,jeep 5 doors,grey,Gasoline,,165000.0,AT,160.0,950000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 13:00:00
2064,Mitsubishi,RVR,minivan,black,Gasoline,1995.0,106000.0,Manual,160.0,210000,2.0 Sports gear,4G63,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-20 13:00:00
11385,Toyota,Corolla Fielder,station wagon,grey,Gasoline,,51000.0,CVT,109.0,1080000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-20 13:00:00
10856,Daihatsu,YRV,hatchback 5 doors,white,Gasoline,2000.0,170000.0,AT,90.0,235000,1.3 S pack,K3-VE,1.3 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 13:00:00
5728,Nissan,Sunny,sedan,grey,Gasoline,,120000.0,Automatic,120.0,300000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 13:00:00
9341,Toyota,Hilux Surf,jeep 5 doors,white,Gasoline,2005.0,185000.0,AT,163.0,1620000,2.7 SSR-X 4WD,2TR-FE,2.7 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 13:00:00
3234,Mitsubishi,Outlander,jeep 5 doors,white,Gasoline,,132000.0,Automatic,121.0,1700000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 13:00:00
12612,Toyota,Crown,sedan,white,Gasoline,2018.0,27000.0,CVT,184.0,3700000,2.5 RS Advance,A25A-FXS,2.5 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 13:00:00
10615,Suzuki,SX4,sedan,grey,Gasoline,2007.0,121000.0,AT,110.0,465000,1.5 G,M15A,1.5 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 14:00:00
3247,Toyota,Vitz,hatchback 5 doors,white,Gasoline,2014.0,79000.0,CVT,69.0,620000,1.0 F M Package,1KR-FE,1.0 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-20 14:00:00
7089,Honda,Insight,liftback,white,Gasoline,2011.0,160000.0,CVT,88.0,660000,1.3 G,LDA,1.3 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 14:00:00
7051,Toyota,bB,hatchback 5 doors,grey,Gasoline,,200000.0,AT,109.0,550000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 14:00:00
4783,Toyota,Land Cruiser Prado,jeep 5 doors,black,Gasoline,2017.0,49000.0,AT,163.0,3650000, 2.7 TX L Package 5 seat 4WD,2TR-FE,2.7 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 14:00:00
2133,Mercedes-Benz,GLA-Class,jeep 5 doors,,Gasoline,,50000.0,Automatic,150.0,1547000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 14:00:00
14733,Toyota,Land Cruiser Prado,jeep 5 doors,black,Gasoline,2005.0,228000.0,AT,163.0,1800000,2.7 Prado TX,2TR-FE,2.7 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 14:00:00
8910,Mercedes-Benz,GLK-Class,jeep 5 doors,black,Diesel,,210000.0,Automatic,170.0,1250000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-20 14:00:00
3690,Toyota,Harrier,jeep 5 doors,white,Gasoline,,52000.0,CVT,152.0,2970000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 14:00:00
656,Lada,Priora,sedan,silver,Gasoline,2007.0,135000.0,Manual,98.0,245000,1.6 MT Люкс 21703-03-031,VAZ-21126,1.6 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 14:00:00
12979,Toyota,Crown,sedan,grey,Gasoline,,112000.0,CVT,184.0,2580000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 14:00:00
442,Toyota,Ractis,hatchback 5 doors,,Gasoline,2011.0,35000.0,CVT,109.0,815000,1.5 G,1NZ-FE,1.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 14:00:00
136,Honda,CR-V,jeep 5 doors,brown,Gasoline,2013.0,79000.0,AT,190.0,1620000,2.4 AT Elegance,K24Z7; K24Z9,2.4 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 14:00:00
3698,Mazda,Demio,hatchback 5 doors,green,Gasoline,2008.0,196000.0,AT,91.0,380000,1.3 13C,ZJ-VE,1.3 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-20 14:00:00
2896,Honda,Logo,hatchback 5 doors,grey,Gasoline,,235000.0,AT,66.0,40000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 14:00:00
8527,Toyota,C-HR,jeep 5 doors,white,Gasoline,2017.0,68000.0,CVT,98.0,2000000,Hybrid 1.8 G LED Edition,2ZR-FXE,1.8 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 14:00:00
2972,Toyota,RAV4,jeep 5 doors,blue,Gasoline,2019.0,43000.0,CVT,171.0,2650000,2.0 Adventure 4WD,M20A-FKS,2.0 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 14:00:00
3098,Honda,Vezel,jeep 5 doors,black,Gasoline,2016.0,81000.0,Robot,132.0,1680000,1.5 Hybrid Z Honda Sensing 4WD,LEB,1.5 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 14:00:00
969,Subaru,Impreza,sedan,grey,Gasoline,2010.0,197000.0,AT,110.0,550000,Anesis 1.5 i-L 4WD,EL15,1.5 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 14:00:00
4569,Nissan,Juke,jeep 5 doors,grey,Gasoline,2010.0,160000.0,CVT,190.0,700000,1.6 16GT,MR16DDT,1.6 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 14:00:00
5762,Nissan,Vanette,minivan,white,Gasoline,,162000.0,AT,102.0,1100000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 14:00:00
8765,Toyota,Voxy,minivan,black,Gasoline,,7000.0,Automatic,99.0,2110000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 14:00:00
14668,Toyota,Land Cruiser,jeep 5 doors,grey,Diesel,,310000.0,Manual,131.0,2350000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 14:00:00
12322,Toyota,Land Cruiser Prado,jeep 5 doors,black,Gasoline,2021.0,15000.0,AT,163.0,3810000, 2.7 TX 7 seat 4WD,2TR-FE,2.7 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 15:00:00
13858,Mitsubishi,Eclipse Cross,jeep 5 doors,grey,Gasoline,,37000.0,CVT,150.0,1800000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 15:00:00
2615,Toyota,Allion,sedan,white,Gasoline,2007.0,67000.0,CVT,110.0,878000,1.5 A15 G package,1NZ-FE,1.5 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 15:00:00
14550,Toyota,Corolla Fielder,station wagon,brown,Gasoline,,115000.0,CVT,110.0,895000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 15:00:00
13711,Mitsubishi,Outlander,jeep 5 doors,white,Gasoline,,132000.0,Automatic,121.0,1700000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 15:00:00
7925,Lexus,GS300h,sedan,white,Gasoline,2017.0,97000.0,CVT,178.0,2500000, 300h I Package,2AR-FSE,2.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 15:00:00
2674,Honda,Fit Shuttle,station wagon,silver,Gasoline,2011.0,100000.0,CVT,88.0,895000,1.3 NAVI Premium selection,LDA,1.3 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 15:00:00
10333,Nissan,Note,hatchback 5 doors,red,Gasoline,2015.0,85000.0,CVT,79.0,610000, 1.2 Medalist X,HR12DE,1.2 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 15:00:00
14176,Hyundai,Tucson,jeep 5 doors,black,Gasoline,2004.0,221000.0,AT,142.0,600000,2.0 VVT AT 2WD MX,G4GC,2.0 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 15:00:00
6206,Toyota,Corolla Fielder,station wagon,blue,Gasoline,2003.0,200000.0,AT,132.0,320000,1.8 S limited,1ZZ-FE,1.8 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 15:00:00
1607,Toyota,Caldina,station wagon,grey,Gasoline,2000.0,229000.0,AT,140.0,410000,2.0 E,3S-FE,2.0 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-20 15:00:00
9906,Toyota,Crown,sedan,white,Gasoline,2018.0,16000.0,CVT,184.0,2950000,2.5 S Four C Package 4WD,A25A-FXS,2.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 15:00:00
60,Mitsubishi,RVR,minivan,black,Gasoline,1995.0,106000.0,Manual,160.0,210000,2.0 Sports gear,4G63,2.0 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 15:00:00
5990,Toyota,Vitz,hatchback 5 doors,,Gasoline,2017.0,95000.0,CVT,69.0,755000, 1.0 F Smart Stop Package,1KR-FE,1.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 15:00:00
13093,Toyota,Allion,sedan,white,Gasoline,2007.0,67000.0,CVT,110.0,878000,1.5 A15 G package,1NZ-FE,1.5 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 15:00:00
9223,Subaru,Forester,jeep 5 doors,white,Gasoline,2014.0,70000.0,CVT,148.0,1799999, 2.0 S Limited 4WD,FB20,2.0 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 15:00:00
6867,Honda,CR-V,jeep 5 doors,grey,Gasoline,,280000.0,AT,130.0,410000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 15:00:00
13084,Toyota,Land Cruiser Prado,jeep 5 doors,white,Gasoline,2017.0,25000.0,AT,163.0,3859000, 2.7 TX L Package 7 seat 4WD,2TR-FE,2.7 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 15:00:00
8591,Toyota,Land Cruiser Prado,jeep 5 doors,white,Gasoline,2017.0,25000.0,AT,163.0,3130000, 2.7 TX 5 seat 4WD,2TR-FE,2.7 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 15:00:00
14222,Honda,CR-V,jeep 5 doors,black,Gasoline,2001.0,168000.0,AT,158.0,520000,2.0 Fullmark iG,K20A,2.0 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-20 16:00:00
397,Honda,Fit,hatchback 5 doors,white,Gasoline,2005.0,157000.0,CVT,86.0,385000,1.3A,L13A,1.3 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 16:00:00
9743,Honda,Elysion,minivan,,Gasoline,2006.0,54000.0,AT,250.0,485000,3.0 VG Aero HDD NAVI Package (8-Seater),J30A,3.0 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 16:00:00
1976,Toyota,bB,hatchback 5 doors,white,Gasoline,2000.0,1000.0,AT,110.0,250000,1.5 Z X version,1NZ-FE,1.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 16:00:00
10469,Toyota,Mark II,sedan,white,Gasoline,,240000.0,AT,140.0,270000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 16:00:00
2393,Toyota,Land Cruiser,jeep 5 doors,black,Diesel,,280000.0,AT,235.0,2700000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 16:00:00
3093,Toyota,Land Cruiser Prado,jeep 5 doors,white,Gasoline,2005.0,180000.0,AT,163.0,1875000,2.7 Prado TX,2TR-FE,2.7 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 16:00:00
3144,Mazda,Axela,hatchback 5 doors,grey,Gasoline,2010.0,76000.0,CVT,111.0,775000,1.5 15S NAVI edition,ZY-VE,1.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 16:00:00
11124,Toyota,Land Cruiser Prado,jeep 5 doors,grey,Gasoline,2004.0,225000.0,AT,249.0,1650000,4.0 AT VX 5dr.,1GR-FE,4.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-20 16:00:00
1650,Nissan,Note,hatchback 5 doors,silver,Gasoline,2016.0,103000.0,CVT,79.0,685000, 1.2 X,HR12DE,1.2 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 16:00:00
14175,Nissan,DAYZ,hatchback 5 doors,blue,Gasoline,,66000.0,CVT,64.0,520000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 16:00:00
5170,Toyota,Prius,liftback,white,Gasoline,2012.0,144000.0,CVT,99.0,870000,1.8 S,2ZR-FXE,1.8 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-20 16:00:00
7011,Lexus,NX200t,jeep 5 doors,white,Gasoline,2014.0,142000.0,AT,238.0,2600000,2.0 T AT AWD Luxury,8AR-FTS,2.0 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 16:00:00
5377,Toyota,Estima,minivan,grey,Gasoline,2009.0,155000.0,CVT,150.0,1250000,2.4 X 4WD (7 Seater),2AZ-FXE,2.4 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 16:00:00
5023,Suzuki,Landy,minivan,white,Gasoline,2014.0,100000.0,CVT,147.0,1185000,2.0 G Advanced Safety Package,MR20,2.0 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 16:00:00
266,Subaru,Forester,jeep 5 doors,black,Gasoline,2007.0,180000.0,AT,220.0,720000,2.0 Cross Sports T,EJ20,2.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 17:00:00
13229,Toyota,Harrier,jeep 5 doors,white,Gasoline,2017.0,17000.0,CVT,151.0,2425000, 2.0 Premium,3ZR-FAE,2.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 17:00:00
8041,Lexus,RX350,jeep 5 doors,black,Gasoline,2016.0,84000.0,AT,301.0,4500000,3.5 AT F Sport Luxury,2GR-FKS ,3.5 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-20 17:00:00
13750,Toyota,Granvia,minivan,grey,Diesel,1999.0,150000.0,AT,140.0,650000,3.0DT G J selection,1KZ-TE,3.0 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-20 17:00:00
12384,Honda,Freed,minivan,,Gasoline,2009.0,125000.0,CVT,118.0,700000,1.5 flex  just selection,L15A,1.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-20 17:00:00
8586,Toyota,Aqua,hatchback 5 doors,silver,Gasoline,2017.0,110000.0,CVT,74.0,895000, 1.5 S Style Black,1NZ-FXE,1.5 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-20 17:00:00
10980,Toyota,Land Cruiser,jeep 5 doors,green,Diesel,,381000.0,Automatic,170.0,1690000,,,,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 17:00:00
1256,Audi,S5,liftback,white,Gasoline,,128000.0,Automatic,354.0,2950000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-20 17:00:00
14656,Toyota,Prius,liftback,white,Gasoline,2009.0,252000.0,CVT,99.0,720000,1.8 G touring selection,2ZR-FXE,1.8 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 17:00:00
2052,Honda,CR-V,jeep 5 doors,white,Gasoline,1997.0,157000.0,AT,130.0,225000,2.0 Smart Scape,B20B,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-20 17:00:00
10765,Lexus,RX200t,jeep 5 doors,white,Gasoline,,50000.0,AT,238.0,3750000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-08-20 17:00:00
11074,Daihatsu,Terios Kid,jeep 5 doors,black,Gasoline,1998.0,183000.0,AT,64.0,219000,660 Aero down,EF-DET,0.7 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-20 17:00:00
13939,Toyota,Harrier,jeep 5 doors,white,Gasoline,,69000.0,AT,231.0,2730000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-20 17:00:00
12039,Toyota,Land Cruiser Prado,jeep 5 doors,white,Diesel,2017.0,41000.0,AT,177.0,3450000, 2.8 TX 5 seat Diesel Turbo 4WD,1GD-FTV,2.8 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-20 17:00:00
